engagement_id,impression_id,user_id,ad_id,campaign_id,engagement_type,time_spent_seconds,scroll_depth_percent,interaction_count,engagement_timestamp
ENG-005795,IMP-116738,FNP-U00026,AD-017,CMP-005,video_watch,138,51,1,2026-03-23 00:25:15
ENG-031063,IMP-180937,FNP-U00027,AD-021,CMP-006,click,2,48,1,2026-01-04 09:53:47
ENG-039520,IMP-000235,FNP-U00027,AD-018,CMP-005,video_watch,201,72,1,2026-01-09 13:50:46
ENG-052257,IMP-073480,FNP-U00027,AD-014,CMP-004,hover,11,2,2,2026-01-14 13:27:10
ENG-061656,IMP-027282,FNP-U00027,AD-012,CMP-003,scroll,111,96,2,2026-01-26 18:20:09
ENG-055261,IMP-009170,FNP-U00027,AD-015,CMP-004,hover,6,1,2,2026-01-29 09:18:21
ENG-016759,IMP-023710,FNP-U00027,AD-008,CMP-002,click,1,12,1,2026-02-17 13:36:22
ENG-040058,IMP-176318,FNP-U00027,AD-021,CMP-006,hover,13,19,1,2026-02-21 09:24:40
ENG-043786,IMP-144455,FNP-U00027,AD-008,CMP-002,click,4,17,1,2026-02-24 00:45:16
ENG-072926,IMP-157402,FNP-U00027,AD-020,CMP-005,hover,8,5,2,2026-03-02 13:03:00
ENG-075595,IMP-107793,FNP-U00027,AD-008,CMP-002,scroll,50,87,3,2026-03-11 18:45:09
ENG-038522,IMP-028576,FNP-U00027,AD-001,CMP-001,scroll,21,78,3,2026-03-14 18:16:03
ENG-077863,IMP-189519,FNP-U00028,AD-019,CMP-005,video_watch,194,66,2,2026-01-06 18:18:43
ENG-000720,IMP-014451,FNP-U00028,AD-016,CMP-004,click,3,27,1,2026-01-12 18:47:37
ENG-037240,IMP-009479,FNP-U00028,AD-013,CMP-004,hover,14,5,1,2026-01-18 06:18:55
ENG-063464,IMP-028060,FNP-U00028,AD-017,CMP-005,click,6,44,1,2026-01-19 18:57:53
ENG-088839,IMP-150728,FNP-U00028,AD-004,CMP-001,hover,12,5,1,2026-01-31 13:38:39
ENG-098788,IMP-045773,FNP-U00028,AD-020,CMP-005,click,7,43,1,2026-02-02 18:02:12
ENG-055590,IMP-152787,FNP-U00028,AD-008,CMP-002,hover,19,13,1,2026-02-24 18:09:16
ENG-050911,IMP-145604,FNP-U00028,AD-006,CMP-002,video_watch,300,65,2,2026-03-05 18:44:24
ENG-052121,IMP-053849,FNP-U00028,AD-015,CMP-004,hover,8,0,1,2026-03-09 13:22:14
ENG-021112,IMP-037978,FNP-U00028,AD-020,CMP-005,click,3,48,1,2026-03-29 18:22:47
ENG-033021,IMP-177628,FNP-U00029,AD-006,CMP-002,scroll,87,51,3,2026-01-14 21:28:02
ENG-080025,IMP-182383,FNP-U00029,AD-010,CMP-003,scroll,62,42,3,2026-01-21 13:15:03
ENG-012331,IMP-105156,FNP-U00029,AD-001,CMP-001,video_watch,128,68,1,2026-01-25 18:57:59
ENG-046041,IMP-107933,FNP-U00029,AD-007,CMP-002,click,3,58,1,2026-01-27 13:13:07
ENG-024236,IMP-039128,FNP-U00029,AD-003,CMP-001,click,7,48,1,2026-02-09 13:42:28
ENG-050739,IMP-119477,FNP-U00029,AD-001,CMP-001,video_watch,132,64,2,2026-02-13 13:27:13
ENG-039831,IMP-110292,FNP-U00029,AD-012,CMP-003,scroll,36,53,2,2026-02-16 06:10:05
ENG-032530,IMP-181103,FNP-U00029,AD-009,CMP-003,scroll,56,66,3,2026-03-01 19:08:39
ENG-003512,IMP-097222,FNP-U00029,AD-005,CMP-002,scroll,74,83,3,2026-03-02 13:34:59
ENG-004513,IMP-097238,FNP-U00029,AD-008,CMP-002,click,3,20,1,2026-03-05 13:46:58
ENG-002469,IMP-160217,FNP-U00029,AD-003,CMP-001,scroll,49,75,1,2026-03-09 00:21:52
ENG-050376,IMP-069565,FNP-U00029,AD-004,CMP-001,click,5,48,1,2026-03-20 18:18:29
ENG-068918,IMP-058177,FNP-U00030,AD-010,CMP-003,scroll,62,93,1,2026-01-16 13:07:36
ENG-064548,IMP-155916,FNP-U00030,AD-007,CMP-002,click,9,57,1,2026-01-17 18:59:41
ENG-029688,IMP-016255,FNP-U00030,AD-023,CMP-006,hover,10,7,2,2026-01-24 21:11:15
ENG-044514,IMP-032515,FNP-U00030,AD-021,CMP-006,scroll,19,70,1,2026-01-27 18:54:37
ENG-000173,IMP-035044,FNP-U00030,AD-013,CMP-004,click,4,26,1,2026-01-30 00:31:06
ENG-096650,IMP-046772,FNP-U00030,AD-009,CMP-003,scroll,16,69,1,2026-02-06 18:41:05
ENG-074048,IMP-192279,FNP-U00030,AD-012,CMP-003,click,5,42,1,2026-02-18 06:32:16
ENG-023135,IMP-013249,FNP-U00030,AD-001,CMP-001,scroll,25,84,2,2026-02-19 18:38:12
ENG-092540,IMP-124014,FNP-U00030,AD-010,CMP-003,click,4,59,1,2026-02-26 21:52:26
ENG-071952,IMP-084956,FNP-U00030,AD-006,CMP-002,scroll,34,96,1,2026-03-08 18:56:56
ENG-072626,IMP-086798,FNP-U00030,AD-001,CMP-001,video_watch,287,75,2,2026-03-11 18:46:34
ENG-037488,IMP-175964,FNP-U00031,AD-007,CMP-002,click,9,20,1,2026-01-13 06:06:44
ENG-085149,IMP-050995,FNP-U00031,AD-007,CMP-002,hover,17,12,1,2026-01-25 09:55:53
ENG-035747,IMP-134728,FNP-U00031,AD-024,CMP-006,hover,14,9,1,2026-02-23 18:25:50
ENG-006520,IMP-190207,FNP-U00031,AD-007,CMP-002,hover,17,13,1,2026-02-24 00:57:25
ENG-075937,IMP-111713,FNP-U00031,AD-021,CMP-006,click,1,24,1,2026-03-01 18:58:38
ENG-055283,IMP-139767,FNP-U00031,AD-004,CMP-001,hover,9,7,2,2026-03-31 09:17:36
ENG-091880,IMP-037363,FNP-U00032,AD-006,CMP-002,video_watch,211,55,1,2026-01-12 06:17:19
ENG-038005,IMP-041412,FNP-U00032,AD-012,CMP-003,scroll,25,58,1,2026-01-13 09:19:33
ENG-048136,IMP-051392,FNP-U00032,AD-005,CMP-002,hover,5,13,1,2026-01-13 09:36:35
ENG-061751,IMP-012801,FNP-U00032,AD-004,CMP-001,hover,16,10,1,2026-02-25 13:55:49
ENG-097035,IMP-161798,FNP-U00032,AD-010,CMP-003,click,8,46,1,2026-02-25 18:11:15
ENG-029302,IMP-150865,FNP-U00032,AD-009,CMP-003,click,3,48,1,2026-03-01 21:52:56
ENG-029647,IMP-108919,FNP-U00032,AD-010,CMP-003,click,7,55,1,2026-03-02 09:30:46
ENG-057009,IMP-199065,FNP-U00032,AD-016,CMP-004,hover,9,4,2,2026-03-08 13:38:06
ENG-034915,IMP-136693,FNP-U00032,AD-017,CMP-005,video_watch,242,44,2,2026-03-09 13:23:26
ENG-065885,IMP-007879,FNP-U00032,AD-013,CMP-004,hover,20,19,2,2026-03-10 13:13:10
ENG-030261,IMP-147878,FNP-U00032,AD-015,CMP-004,hover,5,9,1,2026-03-17 06:59:49
ENG-019052,IMP-104675,FNP-U00032,AD-006,CMP-002,video_watch,137,31,2,2026-03-27 06:54:29
ENG-033133,IMP-017411,FNP-U00032,AD-011,CMP-003,scroll,44,63,1,2026-03-30 21:19:09
ENG-016794,IMP-144835,FNP-U00033,AD-005,CMP-002,scroll,54,91,3,2026-01-18 18:40:06
ENG-098825,IMP-092109,FNP-U00033,AD-015,CMP-004,hover,11,16,1,2026-01-19 21:24:54
ENG-053626,IMP-140975,FNP-U00033,AD-005,CMP-002,scroll,16,90,2,2026-01-22 06:10:36
ENG-082184,IMP-017607,FNP-U00033,AD-011,CMP-003,scroll,13,78,1,2026-01-30 13:11:44
ENG-000238,IMP-016461,FNP-U00033,AD-016,CMP-004,hover,15,14,1,2026-02-02 13:56:32
ENG-001058,IMP-086384,FNP-U00033,AD-017,CMP-005,scroll,30,47,1,2026-03-05 09:17:17
ENG-037076,IMP-191613,FNP-U00033,AD-010,CMP-003,scroll,87,77,1,2026-03-14 13:08:24
ENG-010327,IMP-182776,FNP-U00033,AD-008,CMP-002,scroll,103,47,1,2026-03-22 13:04:54
ENG-042878,IMP-167357,FNP-U00034,AD-020,CMP-005,click,4,10,1,2026-01-09 18:07:52
ENG-008133,IMP-087937,FNP-U00034,AD-001,CMP-001,click,9,40,1,2026-01-16 18:29:46
ENG-045812,IMP-108339,FNP-U00034,AD-008,CMP-002,hover,13,11,1,2026-01-19 18:37:15
ENG-090688,IMP-168111,FNP-U00034,AD-021,CMP-006,scroll,44,66,1,2026-01-21 13:34:13
ENG-023602,IMP-004301,FNP-U00034,AD-017,CMP-005,video_watch,115,38,2,2026-01-21 18:25:31
ENG-061538,IMP-124119,FNP-U00034,AD-019,CMP-005,click,1,50,1,2026-01-28 18:24:59
ENG-029002,IMP-082251,FNP-U00034,AD-003,CMP-001,click,2,12,1,2026-01-31 13:25:41
ENG-081363,IMP-176460,FNP-U00034,AD-004,CMP-001,hover,7,9,1,2026-01-31 18:48:23
ENG-099078,IMP-196908,FNP-U00034,AD-020,CMP-005,click,4,54,1,2026-02-10 06:24:43
ENG-051546,IMP-173521,FNP-U00034,AD-004,CMP-001,click,2,49,1,2026-02-18 13:52:54
ENG-092327,IMP-096400,FNP-U00034,AD-014,CMP-004,hover,7,1,2,2026-03-03 19:00:34
ENG-067338,IMP-052282,FNP-U00034,AD-008,CMP-002,click,5,42,1,2026-03-04 06:18:14
ENG-064971,IMP-022719,FNP-U00034,AD-004,CMP-001,click,10,57,1,2026-03-10 13:16:38
ENG-056254,IMP-168063,FNP-U00034,AD-009,CMP-003,scroll,117,53,1,2026-03-13 13:43:41
ENG-043035,IMP-143881,FNP-U00034,AD-014,CMP-004,hover,2,18,1,2026-03-15 21:39:26
ENG-063170,IMP-036763,FNP-U00035,AD-002,CMP-001,hover,10,6,2,2026-01-02 13:51:40
ENG-073839,IMP-198073,FNP-U00035,AD-018,CMP-005,scroll,50,94,1,2026-01-30 09:41:11
ENG-057771,IMP-147609,FNP-U00035,AD-006,CMP-002,video_watch,95,26,2,2026-02-07 13:09:27
ENG-073620,IMP-014488,FNP-U00035,AD-001,CMP-001,scroll,29,69,2,2026-03-02 13:45:06
ENG-075038,IMP-102223,FNP-U00035,AD-018,CMP-005,scroll,62,47,2,2026-03-05 09:52:31
ENG-054414,IMP-019114,FNP-U00036,AD-004,CMP-001,click,8,42,1,2026-01-07 21:39:56
ENG-040877,IMP-116975,FNP-U00036,AD-009,CMP-003,click,2,10,1,2026-01-26 00:56:07
ENG-027481,IMP-112604,FNP-U00036,AD-012,CMP-003,click,10,23,1,2026-02-14 18:09:36
ENG-050167,IMP-176934,FNP-U00036,AD-017,CMP-005,scroll,85,71,3,2026-02-19 13:14:21
ENG-029495,IMP-003066,FNP-U00036,AD-001,CMP-001,scroll,43,61,1,2026-03-05 13:25:30
ENG-015477,IMP-100642,FNP-U00036,AD-001,CMP-001,scroll,74,48,3,2026-03-15 00:38:42
ENG-001965,IMP-004966,FNP-U00036,AD-005,CMP-002,hover,19,17,2,2026-03-28 13:35:23
ENG-022626,IMP-116219,FNP-U00036,AD-017,CMP-005,scroll,12,56,1,2026-03-29 09:04:01
ENG-011913,IMP-146847,FNP-U00037,AD-020,CMP-005,hover,2,14,1,2026-01-09 09:32:57
ENG-037854,IMP-067398,FNP-U00037,AD-007,CMP-002,click,8,34,1,2026-01-18 13:02:54
ENG-091160,IMP-098787,FNP-U00037,AD-007,CMP-002,click,10,33,1,2026-01-24 18:52:51
ENG-008124,IMP-037971,FNP-U00037,AD-003,CMP-001,scroll,26,97,1,2026-02-24 18:31:47
ENG-085598,IMP-035187,FNP-U00037,AD-002,CMP-001,click,5,55,1,2026-02-26 09:08:49
ENG-069334,IMP-051671,FNP-U00037,AD-017,CMP-005,click,2,43,1,2026-02-27 13:02:45
ENG-077523,IMP-043921,FNP-U00037,AD-006,CMP-002,click,6,43,1,2026-03-02 13:10:57
ENG-042421,IMP-132270,FNP-U00037,AD-004,CMP-001,click,9,52,1,2026-03-04 09:52:37
ENG-029503,IMP-010364,FNP-U00037,AD-013,CMP-004,hover,12,11,1,2026-03-06 13:06:12
ENG-024105,IMP-136662,FNP-U00037,AD-002,CMP-001,click,9,60,1,2026-03-10 13:42:16
ENG-060677,IMP-155562,FNP-U00037,AD-004,CMP-001,hover,12,19,1,2026-03-23 13:52:20
ENG-054277,IMP-065911,FNP-U00037,AD-001,CMP-001,scroll,71,43,2,2026-03-25 18:40:08
ENG-066975,IMP-073033,FNP-U00038,AD-020,CMP-005,hover,9,9,2,2026-01-15 13:40:24
ENG-057411,IMP-019921,FNP-U00038,AD-005,CMP-002,scroll,36,91,1,2026-01-21 18:21:54
ENG-061000,IMP-170705,FNP-U00038,AD-001,CMP-001,scroll,33,46,1,2026-01-22 09:39:25
ENG-095301,IMP-063654,FNP-U00038,AD-008,CMP-002,click,7,44,1,2026-01-29 06:07:27
ENG-041464,IMP-074432,FNP-U00038,AD-001,CMP-001,scroll,44,61,3,2026-01-29 21:28:02
ENG-055469,IMP-126994,FNP-U00038,AD-001,CMP-001,video_watch,264,43,2,2026-02-02 06:37:18
ENG-064737,IMP-054612,FNP-U00038,AD-001,CMP-001,video_watch,58,26,1,2026-02-09 13:23:03
ENG-091346,IMP-168093,FNP-U00038,AD-021,CMP-006,click,8,11,1,2026-02-10 21:41:15
ENG-078205,IMP-190560,FNP-U00038,AD-001,CMP-001,scroll,10,40,2,2026-03-01 06:25:55
ENG-013351,IMP-114627,FNP-U00038,AD-021,CMP-006,click,9,25,1,2026-03-12 09:52:48
ENG-070006,IMP-136284,FNP-U00038,AD-008,CMP-002,scroll,31,70,3,2026-03-13 21:43:07
ENG-089401,IMP-120207,FNP-U00038,AD-007,CMP-002,hover,2,10,2,2026-03-28 13:47:33
ENG-089751,IMP-164013,FNP-U00039,AD-013,CMP-004,hover,11,17,1,2026-01-01 01:02:28
ENG-043362,IMP-003340,FNP-U00039,AD-011,CMP-003,video_watch,107,57,2,2026-01-02 13:56:12
ENG-072114,IMP-179190,FNP-U00039,AD-003,CMP-001,click,7,28,1,2026-01-03 13:35:51
ENG-008987,IMP-186824,FNP-U00039,AD-013,CMP-004,click,9,37,1,2026-01-05 18:17:04
ENG-085177,IMP-094454,FNP-U00039,AD-021,CMP-006,click,6,43,1,2026-01-29 09:53:03
ENG-082880,IMP-026133,FNP-U00039,AD-001,CMP-001,scroll,11,43,3,2026-02-06 18:41:51
ENG-078648,IMP-062738,FNP-U00039,AD-016,CMP-004,hover,6,20,1,2026-02-21 06:29:36
ENG-061652,IMP-151312,FNP-U00039,AD-018,CMP-005,scroll,92,87,1,2026-03-04 07:06:32
ENG-095411,IMP-111078,FNP-U00039,AD-005,CMP-002,hover,15,13,1,2026-03-24 09:39:37
ENG-005429,IMP-194948,FNP-U00040,AD-012,CMP-003,hover,7,2,2,2026-01-07 09:27:07
ENG-099140,IMP-154718,FNP-U00040,AD-008,CMP-002,hover,10,11,2,2026-01-08 13:37:37
ENG-097338,IMP-023846,FNP-U00040,AD-004,CMP-001,click,5,10,1,2026-01-08 18:32:02
ENG-048928,IMP-009053,FNP-U00040,AD-009,CMP-003,hover,10,13,1,2026-01-08 21:53:16
ENG-003196,IMP-039440,FNP-U00040,AD-004,CMP-001,click,7,11,1,2026-01-21 18:56:16
ENG-058178,IMP-137715,FNP-U00040,AD-021,CMP-006,scroll,76,63,1,2026-01-29 09:29:07
ENG-065334,IMP-143490,FNP-U00040,AD-004,CMP-001,scroll,75,59,3,2026-02-07 13:27:09
ENG-039418,IMP-122163,FNP-U00040,AD-021,CMP-006,click,3,17,1,2026-02-17 06:53:01
ENG-090141,IMP-028551,FNP-U00040,AD-015,CMP-004,hover,7,4,1,2026-02-17 21:54:44
ENG-020297,IMP-155624,FNP-U00040,AD-001,CMP-001,click,10,45,1,2026-03-09 13:40:54
ENG-071838,IMP-107709,FNP-U00040,AD-001,CMP-001,click,2,59,1,2026-03-19 21:43:11
ENG-095111,IMP-191137,FNP-U00041,AD-001,CMP-001,scroll,51,48,2,2026-01-03 18:16:44
ENG-077829,IMP-099532,FNP-U00041,AD-015,CMP-004,click,9,51,1,2026-01-21 13:25:06
ENG-071445,IMP-096179,FNP-U00041,AD-012,CMP-003,scroll,29,57,3,2026-01-22 13:09:31
ENG-024981,IMP-098972,FNP-U00041,AD-009,CMP-003,click,8,28,1,2026-01-25 13:04:28
ENG-037300,IMP-126210,FNP-U00041,AD-019,CMP-005,scroll,82,97,1,2026-01-29 18:28:25
ENG-084055,IMP-082672,FNP-U00041,AD-005,CMP-002,hover,11,9,2,2026-02-28 13:14:42
ENG-063734,IMP-086650,FNP-U00041,AD-013,CMP-004,hover,2,15,2,2026-03-17 18:44:41
ENG-043288,IMP-016806,FNP-U00042,AD-016,CMP-004,click,8,32,1,2026-01-08 13:28:11
ENG-001071,IMP-138558,FNP-U00042,AD-015,CMP-004,hover,11,17,1,2026-01-31 18:27:41
ENG-070971,IMP-044804,FNP-U00042,AD-013,CMP-004,click,4,16,1,2026-02-07 13:06:28
ENG-084104,IMP-126527,FNP-U00042,AD-010,CMP-003,scroll,57,77,1,2026-02-07 18:17:23
ENG-070224,IMP-114915,FNP-U00042,AD-004,CMP-001,click,7,11,1,2026-02-08 18:06:30
ENG-068204,IMP-024772,FNP-U00042,AD-012,CMP-003,hover,14,15,1,2026-02-09 09:51:43
ENG-051825,IMP-037894,FNP-U00042,AD-010,CMP-003,scroll,25,46,3,2026-02-18 22:01:00
ENG-014030,IMP-018525,FNP-U00042,AD-006,CMP-002,click,3,55,1,2026-03-04 13:13:57
ENG-071534,IMP-075036,FNP-U00042,AD-013,CMP-004,hover,14,16,2,2026-03-12 06:38:25
ENG-019855,IMP-113656,FNP-U00042,AD-004,CMP-001,scroll,44,43,1,2026-03-15 09:33:35
ENG-096339,IMP-168032,FNP-U00043,AD-017,CMP-005,click,6,29,1,2026-01-07 09:30:02
ENG-001056,IMP-138785,FNP-U00043,AD-003,CMP-001,hover,5,17,2,2026-01-07 13:26:52
ENG-041785,IMP-132179,FNP-U00043,AD-018,CMP-005,scroll,69,51,1,2026-01-08 18:51:26
ENG-061440,IMP-118027,FNP-U00043,AD-008,CMP-002,click,9,49,1,2026-01-09 13:21:19
ENG-000160,IMP-094985,FNP-U00043,AD-014,CMP-004,hover,13,2,1,2026-01-15 09:05:06
ENG-096513,IMP-038449,FNP-U00043,AD-013,CMP-004,hover,2,16,1,2026-01-23 06:46:08
ENG-073994,IMP-019791,FNP-U00043,AD-005,CMP-002,hover,3,14,1,2026-03-19 09:59:42
ENG-028566,IMP-162675,FNP-U00043,AD-014,CMP-004,hover,13,19,1,2026-03-22 09:16:08
ENG-021390,IMP-038118,FNP-U00043,AD-008,CMP-002,hover,14,12,1,2026-03-27 13:06:29
ENG-063903,IMP-198715,FNP-U00044,AD-021,CMP-006,scroll,43,50,2,2026-02-08 21:48:09
ENG-062625,IMP-164895,FNP-U00044,AD-013,CMP-004,hover,8,17,1,2026-02-13 13:59:41
ENG-099216,IMP-171039,FNP-U00044,AD-010,CMP-003,click,9,22,1,2026-02-14 13:18:52
ENG-019447,IMP-075141,FNP-U00044,AD-001,CMP-001,video_watch,101,71,1,2026-02-18 18:17:24
ENG-009281,IMP-170278,FNP-U00044,AD-015,CMP-004,hover,7,20,1,2026-02-19 18:56:59
ENG-077636,IMP-138472,FNP-U00044,AD-017,CMP-005,click,4,32,1,2026-02-20 13:11:22
ENG-047968,IMP-011178,FNP-U00044,AD-008,CMP-002,scroll,108,87,2,2026-02-27 13:21:10
ENG-002084,IMP-138581,FNP-U00044,AD-006,CMP-002,video_watch,233,84,2,2026-03-01 21:05:50
ENG-070870,IMP-077276,FNP-U00044,AD-002,CMP-001,hover,5,10,1,2026-03-27 13:47:01
ENG-030088,IMP-161431,FNP-U00044,AD-004,CMP-001,click,1,42,1,2026-03-29 13:09:53
ENG-034005,IMP-007252,FNP-U00045,AD-003,CMP-001,click,5,44,1,2026-01-02 09:01:48
ENG-065840,IMP-174666,FNP-U00045,AD-006,CMP-002,scroll,49,53,3,2026-01-06 21:49:43
ENG-082327,IMP-152548,FNP-U00045,AD-013,CMP-004,click,10,31,1,2026-01-09 13:54:03
ENG-080637,IMP-015296,FNP-U00045,AD-002,CMP-001,scroll,69,86,3,2026-01-15 21:29:05
ENG-014546,IMP-174077,FNP-U00045,AD-010,CMP-003,scroll,49,98,2,2026-01-16 09:32:17
ENG-048153,IMP-111569,FNP-U00045,AD-012,CMP-003,hover,19,16,1,2026-01-25 13:46:55
ENG-086334,IMP-191892,FNP-U00045,AD-015,CMP-004,click,8,58,1,2026-01-26 13:06:13
ENG-048824,IMP-115919,FNP-U00045,AD-005,CMP-002,click,3,25,1,2026-01-26 13:34:26
ENG-060449,IMP-131103,FNP-U00045,AD-019,CMP-005,video_watch,139,41,1,2026-01-27 18:44:09
ENG-036125,IMP-087077,FNP-U00045,AD-021,CMP-006,hover,2,10,1,2026-03-06 13:17:03
ENG-075916,IMP-067626,FNP-U00045,AD-008,CMP-002,scroll,117,96,3,2026-03-20 09:43:29
ENG-079380,IMP-108275,FNP-U00045,AD-007,CMP-002,hover,6,15,1,2026-03-24 06:53:59
ENG-046495,IMP-179359,FNP-U00045,AD-018,CMP-005,video_watch,162,51,1,2026-03-25 18:36:49
ENG-078843,IMP-131773,FNP-U00046,AD-018,CMP-005,video_watch,99,87,1,2026-01-20 01:13:19
ENG-050877,IMP-025130,FNP-U00046,AD-010,CMP-003,hover,20,13,2,2026-01-21 18:36:50
ENG-040039,IMP-157021,FNP-U00046,AD-009,CMP-003,click,8,42,1,2026-02-05 18:32:12
ENG-066039,IMP-197531,FNP-U00046,AD-007,CMP-002,hover,17,19,2,2026-02-11 18:37:15
ENG-026142,IMP-063152,FNP-U00046,AD-004,CMP-001,hover,5,11,2,2026-03-22 13:43:21
ENG-061791,IMP-105695,FNP-U00047,AD-010,CMP-003,click,10,26,1,2026-01-02 09:12:05
ENG-051089,IMP-097262,FNP-U00047,AD-015,CMP-004,hover,19,4,1,2026-01-06 18:30:48
ENG-006121,IMP-153321,FNP-U00047,AD-013,CMP-004,click,7,13,1,2026-01-16 09:55:53
ENG-057877,IMP-179649,FNP-U00047,AD-007,CMP-002,hover,6,7,2,2026-01-24 13:54:35
ENG-058311,IMP-084948,FNP-U00047,AD-004,CMP-001,click,10,15,1,2026-02-13 21:58:30
ENG-077742,IMP-132889,FNP-U00047,AD-010,CMP-003,scroll,63,95,2,2026-02-14 21:32:13
ENG-081501,IMP-145749,FNP-U00047,AD-008,CMP-002,hover,14,12,2,2026-02-18 13:57:47
ENG-056843,IMP-070295,FNP-U00047,AD-003,CMP-001,scroll,109,78,2,2026-02-26 13:40:34
ENG-071015,IMP-014655,FNP-U00047,AD-008,CMP-002,scroll,113,56,3,2026-02-26 18:40:31
ENG-048245,IMP-090331,FNP-U00047,AD-006,CMP-002,click,3,19,1,2026-03-03 06:52:52
ENG-038653,IMP-113932,FNP-U00047,AD-017,CMP-005,scroll,44,79,2,2026-03-10 09:54:48
ENG-085969,IMP-078741,FNP-U00047,AD-002,CMP-001,hover,14,16,2,2026-03-11 13:09:04
ENG-014863,IMP-020029,FNP-U00047,AD-006,CMP-002,click,5,10,1,2026-03-19 18:09:23
ENG-064542,IMP-055021,FNP-U00047,AD-002,CMP-001,click,8,22,1,2026-03-28 09:35:01
ENG-047977,IMP-185466,FNP-U00048,AD-002,CMP-001,hover,19,1,1,2026-01-04 21:14:12
ENG-015215,IMP-069001,FNP-U00048,AD-017,CMP-005,video_watch,270,58,1,2026-01-31 13:08:24
ENG-049554,IMP-138729,FNP-U00048,AD-003,CMP-001,click,1,29,1,2026-02-18 21:55:14
ENG-012470,IMP-075777,FNP-U00048,AD-007,CMP-002,click,6,52,1,2026-02-20 21:05:25
ENG-029493,IMP-065839,FNP-U00048,AD-013,CMP-004,click,9,25,1,2026-02-25 18:32:16
ENG-086317,IMP-149952,FNP-U00048,AD-008,CMP-002,scroll,108,65,2,2026-03-12 06:51:09
ENG-027120,IMP-049848,FNP-U00048,AD-003,CMP-001,scroll,66,45,2,2026-03-17 06:38:56
ENG-026234,IMP-193285,FNP-U00048,AD-016,CMP-004,click,9,42,1,2026-03-21 13:59:36
ENG-087238,IMP-144610,FNP-U00049,AD-001,CMP-001,scroll,91,64,2,2026-01-03 13:01:41
ENG-003199,IMP-161508,FNP-U00049,AD-003,CMP-001,hover,9,0,1,2026-01-05 21:39:31
ENG-096148,IMP-058918,FNP-U00049,AD-015,CMP-004,click,4,33,1,2026-01-28 00:25:01
ENG-004361,IMP-105142,FNP-U00049,AD-015,CMP-004,hover,12,13,1,2026-02-09 06:36:23
ENG-021907,IMP-114282,FNP-U00049,AD-014,CMP-004,hover,19,18,2,2026-02-12 22:00:53
ENG-054377,IMP-049964,FNP-U00049,AD-010,CMP-003,hover,18,10,1,2026-03-22 21:57:41
ENG-073073,IMP-135495,FNP-U00050,AD-004,CMP-001,hover,9,13,2,2026-01-12 13:53:36
ENG-024755,IMP-068729,FNP-U00050,AD-012,CMP-003,hover,17,17,1,2026-02-04 18:02:34
ENG-050828,IMP-056588,FNP-U00050,AD-010,CMP-003,click,6,51,1,2026-02-11 13:11:15
ENG-029278,IMP-075752,FNP-U00050,AD-017,CMP-005,video_watch,148,43,1,2026-03-01 21:57:23
ENG-022442,IMP-046714,FNP-U00050,AD-008,CMP-002,hover,6,13,2,2026-03-04 09:27:33
ENG-091002,IMP-079048,FNP-U00050,AD-015,CMP-004,hover,15,19,2,2026-03-21 21:06:31
ENG-050066,IMP-186231,FNP-U00051,AD-008,CMP-002,hover,10,9,2,2026-01-02 09:59:17
ENG-075948,IMP-060080,FNP-U00051,AD-012,CMP-003,scroll,84,85,2,2026-01-11 21:32:00
ENG-072475,IMP-015741,FNP-U00051,AD-021,CMP-006,hover,15,1,2,2026-03-28 18:13:37
ENG-001379,IMP-117632,FNP-U00052,AD-010,CMP-003,scroll,79,81,3,2026-01-05 09:14:59
ENG-072464,IMP-035860,FNP-U00052,AD-017,CMP-005,video_watch,91,47,1,2026-01-07 13:17:20
ENG-046789,IMP-101040,FNP-U00052,AD-014,CMP-004,click,2,23,1,2026-01-14 18:17:39
ENG-050507,IMP-194477,FNP-U00052,AD-007,CMP-002,click,7,39,1,2026-01-17 13:53:02
ENG-089459,IMP-181910,FNP-U00052,AD-006,CMP-002,scroll,46,54,3,2026-01-18 18:06:22
ENG-020270,IMP-021732,FNP-U00052,AD-013,CMP-004,click,2,23,1,2026-02-05 00:35:24
ENG-037753,IMP-191475,FNP-U00052,AD-001,CMP-001,click,8,59,1,2026-02-05 13:50:33
ENG-084438,IMP-159327,FNP-U00052,AD-008,CMP-002,scroll,108,57,2,2026-02-12 06:25:18
ENG-029831,IMP-018674,FNP-U00052,AD-018,CMP-005,click,8,14,1,2026-02-19 18:24:15
ENG-030632,IMP-164434,FNP-U00052,AD-008,CMP-002,scroll,42,56,1,2026-02-20 13:31:55
ENG-014677,IMP-090555,FNP-U00052,AD-010,CMP-003,scroll,79,54,1,2026-02-25 13:58:20
ENG-036033,IMP-025327,FNP-U00052,AD-017,CMP-005,scroll,33,61,3,2026-03-15 18:44:44
ENG-006011,IMP-183493,FNP-U00052,AD-008,CMP-002,click,1,26,1,2026-03-16 13:05:52
ENG-067620,IMP-095835,FNP-U00053,AD-007,CMP-002,click,6,20,1,2026-01-15 21:09:13
ENG-072939,IMP-127364,FNP-U00053,AD-013,CMP-004,hover,11,16,2,2026-01-26 13:08:18
ENG-077033,IMP-002280,FNP-U00053,AD-020,CMP-005,hover,8,13,1,2026-01-26 18:09:15
ENG-010957,IMP-026663,FNP-U00053,AD-017,CMP-005,click,7,38,1,2026-01-28 09:05:36
